Transaction,Purchase_Date,Customer_ID,Gender,Marital_Status,Homeowner,Children,Annual_Income,City,State_or_Province,Country,Product_Family,Product_Department,Product_Category,Units_Sold,Revenue
11072,8/25/2013,7059,M,S,Y,2,$110K - $130K,Tacoma,WA,USA,Food,Produce,Fruit,4,$7.83
11073,8/25/2013,5351,F,S,N,5,$30K - $50K,Mexico City,DF,Mexico,Non-Consumable,Household,Paper Products,3,$14.49
11074,8/25/2013,3495,F,M,N,4,$10K - $30K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Household,Paper Products,6,$23.80
11075,8/25/2013,5223,M,M,Y,0,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Produce,Vegetables,2,$7.67
11076,8/25/2013,355,F,S,N,1,$10K - $30K,Bremerton,WA,USA,Food,Produce,Vegetables,4,$21.42
11077,8/25/2013,1196,M,S,Y,1,$50K - $70K,Salem,OR,USA,Food,Frozen Foods,Frozen Desserts,5,$5.71
11078,8/25/2013,10033,F,S,N,2,$30K - $50K,Bremerton,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,4,$10.72
11079,8/25/2013,7939,M,S,N,3,$30K - $50K,San Andres,DF,Mexico,Food,Canned Foods,Canned Anchovies,4,$16.32
11080,8/25/2013,6559,M,S,N,3,$70K - $90K,Bremerton,WA,USA,Non-Consumable,Health and Hygiene,Hygiene,3,$13.20
11081,8/25/2013,10150,M,S,Y,3,$10K - $30K,Seattle,WA,USA,Food,Frozen Foods,Vegetables,5,$37.00
11082,8/25/2013,9249,F,M,N,2,$30K - $50K,Merida,Yucatan,Mexico,Drink,Beverages,Hot Beverages,3,$21.31
11083,8/25/2013,2551,F,M,N,4,$70K - $90K,Camacho,Zacatecas,Mexico,Food,Baked Goods,Bread,5,$19.99
11084,8/25/2013,7121,F,S,N,4,$70K - $90K,Camacho,Zacatecas,Mexico,Food,Baked Goods,Bread,2,$5.66
11085,8/25/2013,7016,F,S,N,1,$30K - $50K,Hidalgo,Zacatecas,Mexico,Drink,Alcoholic Beverages,Beer and Wine,2,$11.09
11086,8/25/2013,6608,M,S,N,2,$30K - $50K,Mexico City,DF,Mexico,Food,Baking Goods,Jams and Jellies,2,$1.98
11087,8/25/2013,9234,F,S,N,1,$10K - $30K,San Diego,CA,USA,Food,Frozen Foods,Frozen Desserts,4,$45.72
11088,8/25/2013,2371,M,S,N,1,$10K - $30K,Spokane,WA,USA,Non-Consumable,Household,Cleaning Supplies,4,$3.88
11089,8/25/2013,1402,F,M,Y,4,$70K - $90K,Orizaba,Veracruz,Mexico,Food,Deli,Side Dishes,4,$7.44
11090,8/25/2013,1425,F,M,Y,3,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Frozen Foods,Vegetables,3,$7.04
11091,8/25/2013,1425,F,M,Y,3,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Deli,Meat,6,$13.74
11092,8/25/2013,8466,M,M,Y,3,$10K - $30K,Tacoma,WA,USA,Food,Frozen Foods,Vegetables,3,$23.52
11093,8/25/2013,9309,M,M,Y,4,$10K - $30K,Tacoma,WA,USA,Drink,Beverages,Pure Juice Beverages,6,$39.12
11094,8/25/2013,9644,F,M,Y,2,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,5,$14.52
11095,8/25/2013,569,F,S,Y,1,$130K - $150K,Yakima,WA,USA,Non-Consumable,Household,Electrical,5,$16.59
11096,8/25/2013,5053,M,M,N,2,$50K - $70K,Orizaba,Veracruz,Mexico,Food,Deli,Meat,3,$16.90
11097,8/25/2013,9014,F,S,N,1,$50K - $70K,Salem,OR,USA,Food,Produce,Specialty,3,$25.38
11098,8/25/2013,8337,F,M,N,4,$30K - $50K,San Andres,DF,Mexico,Food,Produce,Vegetables,5,$37.23
11099,8/25/2013,9115,F,M,Y,4,$30K - $50K,Portland,OR,USA,Drink,Alcoholic Beverages,Beer and Wine,5,$20.98
11100,8/25/2013,4334,M,S,Y,2,$30K - $50K,San Diego,CA,USA,Non-Consumable,Household,Paper Products,2,$6.86
11101,8/26/2013,1547,M,S,N,5,$70K - $90K,Portland,OR,USA,Food,Canned Foods,Canned Soup,2,$10.72
11102,8/26/2013,4226,F,M,Y,5,$70K - $90K,Hidalgo,Zacatecas,Mexico,Food,Canned Foods,Canned Soup,6,$23.93
11103,8/26/2013,1038,F,M,N,3,$30K - $50K,Camacho,Zacatecas,Mexico,Food,Deli,Meat,4,$4.00
11104,8/26/2013,4384,F,S,Y,3,$90K - $110K,San Andres,DF,Mexico,Food,Dairy,Dairy,3,$10.85
11105,8/26/2013,5124,M,S,N,3,$50K - $70K,Camacho,Zacatecas,Mexico,Food,Produce,Vegetables,4,$3.84
11106,8/26/2013,3366,M,S,Y,1,$70K - $90K,Camacho,Zacatecas,Mexico,Food,Dairy,Dairy,5,$8.26
11107,8/26/2013,498,M,S,N,1,$50K - $70K,Merida,Yucatan,Mexico,Food,Baking Goods,Jams and Jellies,3,$13.10
11108,8/26/2013,3244,M,S,N,1,$70K - $90K,Merida,Yucatan,Mexico,Food,Snack Foods,Snack Foods,4,$26.10
11109,8/26/2013,4226,F,M,Y,5,$70K - $90K,Hidalgo,Zacatecas,Mexico,Food,Baking Goods,Jams and Jellies,4,$4.20
11110,8/26/2013,6746,M,M,N,4,$30K - $50K,Vancouver,BC,Canada,Food,Produce,Fruit,4,$16.04
11111,8/26/2013,4826,F,S,N,5,$50K - $70K,Victoria,BC,Canada,Food,Baking Goods,Baking Goods,3,$5.81
11112,8/26/2013,9488,F,M,Y,2,$50K - $70K,San Diego,CA,USA,Food,Canned Foods,Canned Anchovies,4,$17.10
11113,8/26/2013,6669,M,M,Y,4,$50K - $70K,Hidalgo,Zacatecas,Mexico,Food,Canned Foods,Canned Shrimp,5,$11.63
11114,8/26/2013,8191,M,M,Y,5,$130K - $150K,San Andres,DF,Mexico,Non-Consumable,Household,Kitchen Products,3,$19.88
11115,8/26/2013,6603,F,M,N,5,$30K - $50K,Merida,Yucatan,Mexico,Drink,Beverages,Hot Beverages,5,$17.76
11116,8/26/2013,6945,M,S,N,5,$50K - $70K,Seattle,WA,USA,Non-Consumable,Health and Hygiene,Hygiene,7,$23.13
11117,8/26/2013,55,M,M,Y,3,$10K - $30K,San Diego,CA,USA,Food,Produce,Specialty,4,$8.45
11118,8/26/2013,1090,M,S,N,1,$30K - $50K,Beverly Hills,CA,USA,Food,Frozen Foods,Vegetables,2,$13.98
11119,8/26/2013,5313,F,M,Y,3,$30K - $50K,San Diego,CA,USA,Food,Snacks,Candy,3,$3.19
11120,8/26/2013,2448,F,S,Y,1,$10K - $30K,Spokane,WA,USA,Drink,Beverages,Carbonated Beverages,3,$11.12
11121,8/26/2013,5766,M,M,Y,5,$70K - $90K,Spokane,WA,USA,Food,Produce,Vegetables,4,$2.39
11122,8/26/2013,5952,M,S,N,2,$10K - $30K,Seattle,WA,USA,Food,Breakfast Foods,Breakfast Foods,5,$23.28
11123,8/26/2013,6042,M,M,N,4,$30K - $50K,Vancouver,BC,Canada,Food,Snack Foods,Snack Foods,6,$18.16
11124,8/26/2013,2510,M,S,N,1,$10K - $30K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Household,Paper Products,4,$24.29
11125,8/26/2013,5172,M,S,N,2,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Produce,Fruit,4,$5.81
11126,8/27/2013,2838,M,S,N,1,$50K - $70K,San Andres,DF,Mexico,Food,Produce,Vegetables,4,$14.50
11127,8/27/2013,9343,F,M,Y,5,$130K - $150K,Portland,OR,USA,Food,Snacks,Candy,5,$16.93
11128,8/27/2013,2260,M,M,N,4,$150K +,San Diego,CA,USA,Food,Deli,Meat,4,$1.42
11129,8/27/2013,7936,M,M,N,1,$10K - $30K,Vancouver,BC,Canada,Food,Deli,Meat,2,$9.42
11130,8/27/2013,2258,F,M,Y,1,$10K - $30K,Portland,OR,USA,Non-Consumable,Household,Hardware,2,$14.78
11131,8/27/2013,1282,F,S,N,3,$30K - $50K,Bremerton,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,$14.08
11132,8/27/2013,7627,F,M,Y,4,$30K - $50K,San Andres,DF,Mexico,Food,Snack Foods,Snack Foods,3,$5.88
11133,8/27/2013,225,M,S,N,5,$30K - $50K,Portland,OR,USA,Food,Canned Products,Fruit,5,$7.98
11134,8/27/2013,9685,F,S,Y,3,$50K - $70K,Acapulco,Guerrero,Mexico,Food,Frozen Foods,Vegetables,2,$11.10
11135,8/27/2013,9942,M,M,Y,1,$50K - $70K,Acapulco,Guerrero,Mexico,Food,Baking Goods,Baking Goods,5,$13.93
11136,8/27/2013,1567,M,M,Y,2,$50K - $70K,Spokane,WA,USA,Food,Breakfast Foods,Breakfast Foods,4,$12.35
11137,8/27/2013,3982,F,S,N,3,$30K - $50K,Merida,Yucatan,Mexico,Food,Breakfast Foods,Breakfast Foods,4,$9.46
11138,8/27/2013,5654,F,S,Y,4,$110K - $130K,Camacho,Zacatecas,Mexico,Food,Deli,Meat,3,$24.29
11139,8/27/2013,9766,F,M,Y,0,$70K - $90K,Camacho,Zacatecas,Mexico,Non-Consumable,Household,Cleaning Supplies,2,$8.83
11140,8/27/2013,5766,M,M,Y,5,$70K - $90K,Spokane,WA,USA,Food,Deli,Meat,3,$7.49
11141,8/27/2013,364,F,M,Y,4,$50K - $70K,Los Angeles,CA,USA,Food,Produce,Vegetables,4,$25.27
11142,8/27/2013,10104,F,M,Y,4,$10K - $30K,Los Angeles,CA,USA,Drink,Beverages,Carbonated Beverages,3,$4.36
11143,8/27/2013,9318,M,M,Y,1,$110K - $130K,Spokane,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,4,$8.06
11144,8/27/2013,6297,F,S,Y,2,$30K - $50K,Seattle,WA,USA,Food,Frozen Foods,Meat,2,$5.28
11145,8/27/2013,6587,M,M,N,5,$30K - $50K,Vancouver,BC,Canada,Food,Canned Foods,Canned Anchovies,3,$4.08
11146,8/27/2013,7437,M,S,Y,4,$30K - $50K,Vancouver,BC,Canada,Food,Produce,Vegetables,5,$13.03
11147,8/27/2013,8429,M,S,Y,1,$30K - $50K,Vancouver,BC,Canada,Food,Snacks,Candy,5,$5.97
11148,8/27/2013,4903,M,M,Y,2,$50K - $70K,Bremerton,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,5,$35.19
11149,8/27/2013,7594,M,S,N,4,$30K - $50K,Portland,OR,USA,Non-Consumable,Household,Paper Products,4,$6.41
11150,8/27/2013,3518,M,S,N,3,$30K - $50K,Mexico City,DF,Mexico,Food,Produce,Vegetables,4,$12.08
11151,8/28/2013,4932,F,S,Y,0,$50K - $70K,Camacho,Zacatecas,Mexico,Non-Consumable,Checkout,Hardware,6,$4.82
11152,8/28/2013,5642,M,S,N,4,$30K - $50K,Merida,Yucatan,Mexico,Non-Consumable,Household,Hardware,5,$13.22
11153,8/28/2013,9249,F,M,N,2,$30K - $50K,Merida,Yucatan,Mexico,Food,Baking Goods,Jams and Jellies,4,$5.70
11154,8/28/2013,1171,F,S,Y,2,$50K - $70K,San Andres,DF,Mexico,Food,Baked Goods,Bread,3,$5.11
11155,8/28/2013,7831,F,M,Y,4,$10K - $30K,Tacoma,WA,USA,Food,Frozen Foods,Frozen Entrees,5,$17.63
11156,8/28/2013,8870,M,S,N,1,$70K - $90K,Merida,Yucatan,Mexico,Non-Consumable,Health and Hygiene,Cold Remedies,5,$29.43
11157,8/28/2013,6669,M,M,Y,4,$50K - $70K,Hidalgo,Zacatecas,Mexico,Food,Produce,Vegetables,4,$6.24
11158,8/28/2013,1583,F,M,N,1,$110K - $130K,Seattle,WA,USA,Food,Baking Goods,Jams and Jellies,5,$11.48
11159,8/28/2013,7660,F,S,N,4,$10K - $30K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,4,$11.04
11160,8/28/2013,9403,M,M,N,0,$30K - $50K,Los Angeles,CA,USA,Food,Seafood,Seafood,3,$10.69
11161,8/28/2013,2201,F,M,Y,2,$30K - $50K,Spokane,WA,USA,Food,Snack Foods,Snack Foods,4,$6.72
11162,8/28/2013,4727,F,M,Y,4,$150K +,Spokane,WA,USA,Food,Starchy Foods,Starchy Foods,7,$12.32
11163,8/28/2013,3002,M,S,Y,0,$110K - $130K,San Andres,DF,Mexico,Food,Snacks,Candy,5,$7.50
11164,8/28/2013,8867,F,M,Y,3,$10K - $30K,San Andres,DF,Mexico,Food,Snack Foods,Snack Foods,5,$14.79
11165,8/28/2013,1874,M,S,Y,2,$50K - $70K,Tacoma,WA,USA,Non-Consumable,Household,Paper Products,6,$19.68
11166,8/28/2013,3706,M,S,N,2,$70K - $90K,Salem,OR,USA,Non-Consumable,Household,Paper Products,3,$9.70
11167,8/28/2013,7816,M,M,Y,4,$30K - $50K,San Andres,DF,Mexico,Food,Produce,Fruit,5,$33.18
11168,8/28/2013,5956,M,S,N,4,$30K - $50K,Walla Walla,WA,USA,Food,Produce,Fruit,4,$6.51
11169,8/28/2013,3500,M,S,Y,0,$90K - $110K,Seattle,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,5,$16.37
11170,8/28/2013,4386,M,S,N,5,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Pizza,6,$20.34
11171,8/28/2013,6159,M,S,Y,1,$10K - $30K,Orizaba,Veracruz,Mexico,Food,Produce,Vegetables,4,$6.94
11172,8/29/2013,8784,F,S,Y,2,$30K - $50K,San Diego,CA,USA,Food,Dairy,Dairy,3,$5.34
11173,8/29/2013,2118,F,S,N,4,$10K - $30K,Merida,Yucatan,Mexico,Non-Consumable,Household,Electrical,3,$3.54
11174,8/29/2013,3558,F,S,N,0,$70K - $90K,San Diego,CA,USA,Food,Produce,Vegetables,5,$29.68
11175,8/29/2013,7541,M,M,Y,5,$10K - $30K,San Diego,CA,USA,Food,Canned Foods,Canned Oysters,4,$17.50
11176,8/29/2013,6324,F,S,Y,3,$30K - $50K,Yakima,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,$13.92
11177,8/29/2013,7107,M,M,Y,4,$30K - $50K,San Andres,DF,Mexico,Food,Deli,Side Dishes,4,$17.87
11178,8/29/2013,3543,M,S,N,4,$50K - $70K,Portland,OR,USA,Food,Snack Foods,Snack Foods,6,$9.02
11179,8/29/2013,1910,F,S,Y,1,$10K - $30K,San Andres,DF,Mexico,Non-Consumable,Health and Hygiene,Pain Relievers,3,$9.46
11180,8/29/2013,4226,F,M,Y,5,$70K - $90K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Health and Hygiene,Cold Remedies,5,$14.74
11181,8/29/2013,4620,F,M,Y,1,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Baking Goods,Jams and Jellies,3,$4.51
11182,8/29/2013,5295,M,S,Y,3,$30K - $50K,Spokane,WA,USA,Food,Produce,Fruit,7,$37.00
11183,8/29/2013,7072,F,S,Y,2,$90K - $110K,Spokane,WA,USA,Food,Produce,Vegetables,3,$6.47
11184,8/29/2013,4953,M,S,N,5,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Starchy Foods,Starchy Foods,4,$3.80
11185,8/29/2013,3691,M,M,Y,3,$130K - $150K,Tacoma,WA,USA,Food,Frozen Foods,Frozen Desserts,3,$3.98
11186,8/29/2013,7069,F,M,N,3,$130K - $150K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Pizza,3,$8.70
11187,8/29/2013,1310,F,M,Y,4,$10K - $30K,Spokane,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,3,$9.60
11188,8/29/2013,7860,M,M,N,2,$30K - $50K,Orizaba,Veracruz,Mexico,Drink,Beverages,Hot Beverages,6,$19.11
11189,8/29/2013,8667,M,M,Y,3,$50K - $70K,Salem,OR,USA,Food,Snack Foods,Snack Foods,5,$7.88
11190,8/29/2013,4868,F,M,Y,3,$130K - $150K,Spokane,WA,USA,Food,Baking Goods,Jams and Jellies,3,$6.52
11191,8/29/2013,3725,M,M,Y,4,$110K - $130K,Yakima,WA,USA,Food,Starchy Foods,Starchy Foods,4,$17.94
11192,8/29/2013,8824,F,S,Y,3,$90K - $110K,Seattle,WA,USA,Food,Deli,Meat,6,$19.34
11193,8/29/2013,1236,M,S,Y,3,$70K - $90K,Mexico City,DF,Mexico,Food,Produce,Fruit,5,$10.13
11194,8/29/2013,3957,M,S,Y,4,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Produce,Specialty,4,$23.76
11195,8/29/2013,5114,F,M,N,3,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Produce,Vegetables,6,$10.44
11196,8/29/2013,843,M,S,Y,0,$10K - $30K,Acapulco,Guerrero,Mexico,Food,Frozen Foods,Pizza,6,$8.06
11197,8/29/2013,3440,F,M,Y,4,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Produce,Vegetables,5,$10.44
11198,8/29/2013,9029,M,S,N,1,$10K - $30K,Bremerton,WA,USA,Food,Produce,Fruit,3,$19.60
11199,8/29/2013,9038,M,S,N,0,$50K - $70K,Vancouver,BC,Canada,Non-Consumable,Household,Cleaning Supplies,6,$14.76
11200,8/30/2013,7141,M,M,Y,3,$30K - $50K,Tacoma,WA,USA,Non-Consumable,Household,Bathroom Products,6,$27.14
11201,8/30/2013,3746,F,S,N,3,$10K - $30K,San Diego,CA,USA,Food,Produce,Vegetables,4,$26.52
11202,8/30/2013,6347,F,M,Y,5,$30K - $50K,Tacoma,WA,USA,Food,Produce,Specialty,2,$15.23
11203,8/30/2013,2468,F,S,Y,4,$130K - $150K,Salem,OR,USA,Non-Consumable,Household,Electrical,5,$22.40
11204,8/30/2013,4225,M,S,N,1,$110K - $130K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Pizza,4,$3.24
11205,8/30/2013,4075,M,M,Y,2,$70K - $90K,Bremerton,WA,USA,Food,Frozen Foods,Pizza,3,$11.82
11206,8/30/2013,8119,F,M,Y,0,$50K - $70K,Beverly Hills,CA,USA,Non-Consumable,Household,Kitchen Products,4,$1.32
11207,8/30/2013,8768,F,S,Y,1,$90K - $110K,Portland,OR,USA,Non-Consumable,Household,Paper Products,4,$13.11
11208,8/30/2013,2850,M,S,N,4,$10K - $30K,Bremerton,WA,USA,Food,Frozen Foods,Breakfast Foods,5,$15.56
11209,8/30/2013,5055,M,S,N,5,$30K - $50K,Vancouver,BC,Canada,Food,Produce,Packaged Vegetables,7,$17.54
11210,8/30/2013,3504,F,M,Y,4,$50K - $70K,Walla Walla,WA,USA,Non-Consumable,Household,Paper Products,1,$4.98
11211,8/30/2013,5374,M,M,Y,3,$30K - $50K,Spokane,WA,USA,Food,Snack Foods,Snack Foods,4,$7.67
11212,8/30/2013,10280,F,M,Y,5,$150K +,Tacoma,WA,USA,Food,Snacks,Candy,6,$7.00
11213,8/30/2013,6074,M,M,N,1,$30K - $50K,Bellingham,WA,USA,Food,Dairy,Dairy,1,$3.75
11214,8/30/2013,3086,M,S,Y,1,$30K - $50K,Seattle,WA,USA,Food,Produce,Fruit,4,$33.10
11215,8/30/2013,5398,F,M,Y,5,$30K - $50K,Tacoma,WA,USA,Food,Frozen Foods,Pizza,4,$23.49
11216,8/30/2013,2480,M,M,Y,0,$30K - $50K,San Andres,DF,Mexico,Drink,Alcoholic Beverages,Beer and Wine,4,$3.15
11217,8/30/2013,8599,F,S,Y,2,$10K - $30K,Seattle,WA,USA,Food,Canned Foods,Canned Clams,5,$26.38
11218,8/30/2013,619,M,M,Y,2,$70K - $90K,Salem,OR,USA,Food,Dairy,Dairy,4,$9.97
11219,8/30/2013,6237,F,S,Y,3,$10K - $30K,Salem,OR,USA,Drink,Beverages,Carbonated Beverages,5,$6.60
11220,8/30/2013,6222,M,S,Y,1,$90K - $110K,San Andres,DF,Mexico,Food,Produce,Specialty,3,$17.14
11221,8/30/2013,1550,F,S,N,2,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Snack Foods,Snack Foods,4,$22.45
11222,8/30/2013,2118,F,S,N,4,$10K - $30K,Merida,Yucatan,Mexico,Food,Frozen Foods,Vegetables,4,$33.86
11223,8/30/2013,5129,F,S,N,2,$50K - $70K,Merida,Yucatan,Mexico,Food,Dairy,Dairy,6,$17.10
11224,8/30/2013,5476,M,M,Y,4,$50K - $70K,Salem,OR,USA,Food,Deli,Side Dishes,6,$19.84
11225,8/30/2013,5572,F,S,Y,5,$10K - $30K,San Diego,CA,USA,Food,Frozen Foods,Meat,4,$16.92
11226,8/30/2013,3168,M,M,Y,5,$10K - $30K,Acapulco,Guerrero,Mexico,Food,Produce,Specialty,7,$35.25
11227,8/31/2013,5631,M,S,Y,5,$110K - $130K,San Diego,CA,USA,Food,Snack Foods,Snack Foods,6,$8.01
11228,8/31/2013,6167,M,S,Y,0,$90K - $110K,San Diego,CA,USA,Food,Starchy Foods,Starchy Foods,3,$29.55
11229,8/31/2013,4373,M,S,Y,0,$50K - $70K,Portland,OR,USA,Food,Snack Foods,Snack Foods,6,$24.70
11230,8/31/2013,6311,M,S,Y,2,$70K - $90K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Breakfast Foods,6,$7.17
11231,8/31/2013,8827,M,S,Y,0,$150K +,Vancouver,BC,Canada,Food,Starchy Foods,Starchy Foods,3,$13.14
11232,8/31/2013,3759,F,S,N,2,$30K - $50K,Salem,OR,USA,Food,Snack Foods,Snack Foods,3,$13.79
11233,8/31/2013,105,M,M,Y,3,$150K +,San Diego,CA,USA,Food,Baked Goods,Bread,5,$10.85
11234,8/31/2013,8272,F,M,Y,1,$110K - $130K,Beverly Hills,CA,USA,Food,Baking Goods,Jams and Jellies,3,$7.95
11235,8/31/2013,3961,M,S,N,3,$30K - $50K,San Andres,DF,Mexico,Food,Frozen Foods,Vegetables,3,$12.70
11236,8/31/2013,7884,F,M,Y,1,$30K - $50K,Portland,OR,USA,Food,Starchy Foods,Starchy Foods,5,$21.63
11237,8/31/2013,7963,M,S,N,3,$30K - $50K,Portland,OR,USA,Food,Deli,Meat,5,$21.98
11238,8/31/2013,4953,M,S,N,5,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Vegetables,5,$10.89
11239,8/31/2013,9956,F,S,Y,4,$130K - $150K,Tacoma,WA,USA,Food,Produce,Fruit,4,$9.45
11240,8/31/2013,7306,F,S,Y,4,$30K - $50K,Los Angeles,CA,USA,Food,Dairy,Dairy,5,$5.90
11241,8/31/2013,4454,M,S,N,2,$70K - $90K,Seattle,WA,USA,Food,Produce,Specialty,4,$24.29
11242,8/31/2013,817,F,S,Y,2,$30K - $50K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,4,$23.86
11243,8/31/2013,2446,M,S,Y,0,$10K - $30K,Camacho,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,2,$10.15
11244,8/31/2013,4985,M,S,N,3,$70K - $90K,Yakima,WA,USA,Food,Baking Goods,Jams and Jellies,5,$18.63
11245,8/31/2013,5927,M,M,Y,2,$30K - $50K,Camacho,Zacatecas,Mexico,Food,Canned Foods,Canned Soup,5,$4.03
11246,8/31/2013,305,F,S,N,4,$70K - $90K,Vancouver,BC,Canada,Food,Dairy,Dairy,6,$7.78
11247,8/31/2013,4571,F,M,Y,5,$30K - $50K,Camacho,Zacatecas,Mexico,Food,Dairy,Dairy,3,$6.20
11248,8/31/2013,4914,F,S,N,1,$50K - $70K,Hidalgo,Zacatecas,Mexico,Drink,Alcoholic Beverages,Beer and Wine,3,$6.34
11249,8/31/2013,5348,F,S,N,3,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Breakfast Foods,4,$5.71
11250,8/31/2013,10118,F,S,Y,1,$150K +,Salem,OR,USA,Non-Consumable,Health and Hygiene,Cold Remedies,5,$11.48
11251,8/31/2013,7140,M,S,N,0,$50K - $70K,San Diego,CA,USA,Non-Consumable,Household,Kitchen Products,3,$13.85
11252,8/31/2013,10226,F,S,N,3,$10K - $30K,Yakima,WA,USA,Food,Frozen Foods,Frozen Entrees,3,$3.19
11253,8/31/2013,7231,M,S,Y,3,$130K - $150K,Acapulco,Guerrero,Mexico,Food,Snack Foods,Snack Foods,4,$9.47
11254,8/31/2013,8704,F,S,N,3,$50K - $70K,Acapulco,Guerrero,Mexico,Food,Dairy,Dairy,4,$9.94
11255,8/31/2013,955,F,M,Y,3,$10K - $30K,Los Angeles,CA,USA,Food,Meat,Meat,4,$11.26
11256,8/31/2013,7708,M,M,Y,3,$10K - $30K,Los Angeles,CA,USA,Non-Consumable,Household,Paper Products,3,$11.32
11257,9/1/2013,7221,F,S,N,2,$30K - $50K,Merida,Yucatan,Mexico,Food,Produce,Vegetables,3,$7.46
11258,9/1/2013,309,M,S,N,0,$110K - $130K,Victoria,BC,Canada,Food,Snack Foods,Snack Foods,6,$17.90
11259,9/1/2013,3335,F,M,Y,2,$50K - $70K,San Andres,DF,Mexico,Non-Consumable,Household,Paper Products,4,$16.38
11260,9/1/2013,823,M,S,N,3,$30K - $50K,San Diego,CA,USA,Drink,Alcoholic Beverages,Beer and Wine,4,$6.60
11261,9/1/2013,1508,M,S,N,1,$50K - $70K,Walla Walla,WA,USA,Food,Deli,Meat,4,$7.67
11262,9/1/2013,2832,M,S,N,4,$10K - $30K,Salem,OR,USA,Food,Produce,Fruit,4,$26.12
11263,9/1/2013,5002,M,M,Y,2,$110K - $130K,Yakima,WA,USA,Food,Snack Foods,Snack Foods,4,$5.08
11264,9/1/2013,2594,M,M,Y,3,$70K - $90K,Tacoma,WA,USA,Food,Dairy,Dairy,5,$6.20
11265,9/1/2013,5790,M,M,Y,2,$70K - $90K,Tacoma,WA,USA,Food,Produce,Fruit,5,$12.53
11266,9/1/2013,7831,F,M,Y,4,$10K - $30K,Tacoma,WA,USA,Food,Baking Goods,Jams and Jellies,2,$10.67
11267,9/1/2013,5691,F,M,Y,1,$130K - $150K,San Andres,DF,Mexico,Food,Breakfast Foods,Breakfast Foods,3,$8.22
11268,9/1/2013,144,M,S,Y,3,$10K - $30K,Vancouver,BC,Canada,Food,Snack Foods,Snack Foods,2,$1.76
11269,9/1/2013,8405,F,S,N,3,$50K - $70K,Camacho,Zacatecas,Mexico,Drink,Dairy,Dairy,4,$13.17
11270,9/1/2013,9093,M,S,N,2,$30K - $50K,Vancouver,BC,Canada,Food,Produce,Fruit,4,$3.86
11271,9/1/2013,2840,M,S,Y,2,$130K - $150K,Vancouver,BC,Canada,Non-Consumable,Health and Hygiene,Bathroom Products,6,$10.80
11272,9/1/2013,4983,M,S,N,2,$10K - $30K,Acapulco,Guerrero,Mexico,Food,Produce,Vegetables,6,$6.70
11273,9/1/2013,3329,M,M,Y,2,$30K - $50K,San Andres,DF,Mexico,Food,Snack Foods,Snack Foods,4,$3.06
11274,9/1/2013,9610,M,S,N,2,$30K - $50K,Merida,Yucatan,Mexico,Food,Produce,Specialty,3,$3.42
11275,9/1/2013,7328,F,S,N,0,$50K - $70K,Camacho,Zacatecas,Mexico,Non-Consumable,Carousel,Specialty,4,$24.84
11276,9/1/2013,5580,M,M,Y,3,$70K - $90K,Los Angeles,CA,USA,Food,Canned Foods,Vegetables,4,$13.57
11277,9/1/2013,6499,F,M,Y,3,$70K - $90K,Tacoma,WA,USA,Food,Dairy,Dairy,3,$7.74
11278,9/1/2013,9897,M,M,N,1,$10K - $30K,Spokane,WA,USA,Food,Deli,Side Dishes,5,$11.60
11279,9/1/2013,8728,M,M,Y,2,$10K - $30K,San Andres,DF,Mexico,Food,Snack Foods,Snack Foods,5,$15.44
11280,9/1/2013,9461,M,S,N,4,$10K - $30K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,6,$14.08
